Vendor ID,Company Name,Vendor Type,GST Number,Contact Person,Email,Phone Number,Address,Bank Account,Payment Terms,Contract Start Date,Annual Contract Value,Service Rating,Last Transaction Date,Primary Location
VEN780222,Ghose-Sankaran,Consultant,80XZ158853,Vedant Mann,contact@ghose-sankaran.com,9634222106,"90/046, Solanki Road, Munger-915135",691743920513,Net 60,21-08-2023,INR 32154285,4,03-09-2024,Bhubaneswar
VEN517390,"Rajagopal, Dhingra and Rai",Consultant,62YT070600,Alexander Shan,"contact@rajagopal,dhingraandrai.com",9238024520,"438, Rajan Street, Alwar 414924",828364621170,Advance,30-09-2023,INR 36275407,2,14-04-2024,Danapur
VEN873909,"Mutti, Biswas and Khurana",Service Provider,64KK143833,Barkha Peri,"contact@mutti,biswasandkhurana.com",9458695087,"66/25, Balasubramanian Ganj, Nanded 376015",374440785228,Advance,23-03-2024,INR 20351894,5,02-04-2024,Gopalpur
VEN983218,Batta Inc,Consultant,53AQ682403,Michael Padmanabhan,contact@battainc.com,9539329140,"H.No. 959, Narain Circle, Vasai-Virar 520322",606305360029,Net 60,24-02-2024,INR 42234719,5,09-10-2024,Udaipur
VEN707820,Cherian-Chaudhuri,Service Provider,24ZD551808,Jagvi Gade,contact@cherian-chaudhuri.com,9679287135,"H.No. 600, Thaman Path, Tiruchirappalli-316479",191821342194,Net 45,23-06-2023,INR 34532062,4,19-10-2024,Bidar
VEN224772,Amble LLC,Consultant,57BP335416,Sai Sura,contact@amblellc.com,9323088594,"H.No. 15, Saxena Marg, Alappuzha 345991",619657178444,Net 30,21-06-2023,INR 26926966,4,21-04-2024,Raipur
VEN423597,Kapur-Dewan,Contractor,51US740077,Maanav Sridhar,contact@kapur-dewan.com,9730249058,"02/79, Chawla Ganj, Phagwara 888870",691418142063,Advance,15-09-2024,INR 8646230,2,04-11-2024,Fatehpur
VEN487702,Goyal LLC,Contractor,67NK050804,Harshil Sathe,contact@goyalllc.com,9574104294,"03/27, Suri Marg, Madurai-853768",682736070892,Net 30,21-10-2024,INR 45530327,5,24-08-2024,Kishanganj
VEN679179,Mangat Group,Supplier,41IY121303,Hamsini Virk,contact@mangatgroup.com,9535003244,"66, Subramaniam Zila, Guntur 725242",658080502513,Net 45,07-10-2023,INR 14344138,5,04-11-2024,Proddatur
VEN709330,Brahmbhatt-Dasgupta,Supplier,87HD633358,Umang Dugal,contact@brahmbhatt-dasgupta.com,9685785819,"033, Memon Marg, Nagercoil 946805",080857368965,Net 30,06-08-2023,INR 43481228,5,10-02-2025,Morena
VEN030380,"Kashyap, Raman and Chad",Service Provider,53RJ014912,Hemangini Pillay,"contact@kashyap,ramanandchad.com",9425964872,"560, Bhatia Path, Kollam-455428",855803971364,Advance,05-08-2024,INR 31728894,5,16-01-2025,Tirupati
VEN682336,Kapoor Inc,Contractor,46FL870409,Max Karnik,contact@kapoorinc.com,9277128542,"23/54, Misra Chowk, Gopalpur 715378",808111598683,Net 60,04-04-2024,INR 22004065,1,22-04-2024,Warangal
VEN227706,Kaur Group,Supplier,79FI230321,Saksham Bava,contact@kaurgroup.com,9068811606,"H.No. 78, Bahri Ganj, Orai 248886",962095443810,Net 30,04-08-2023,INR 908555,4,02-11-2024,Kollam
VEN670826,"Brahmbhatt, Bumb and Bassi",Contractor,79XK603982,Ryan Nagar,"contact@brahmbhatt,bumbandbassi.com",9922044516,"H.No. 942, Sethi, Jammu 330820",462991493725,Net 30,25-10-2023,INR 18057348,3,04-12-2024,Tirupati
VEN547646,"Datta, Banik and Dixit",Supplier,61ZJ244968,Priya Narain,"contact@datta,banikanddixit.com",9502936584,"H.No. 097, Soman Road, Tenali 018907",606612776866,Net 60,11-01-2025,INR 10583673,2,09-04-2024,Dibrugarh
VEN981049,"Bassi, Dhingra and Deo",Contractor,83WH051970,Yahvi Panchal,"contact@bassi,dhingraanddeo.com",9955136644,"56/48, Muni Street, Dehri-353682",121278410757,Net 30,10-06-2023,INR 46474991,4,05-04-2024,Jamnagar
VEN925804,Dhillon LLC,Consultant,75KE678048,Ryan Srinivas,contact@dhillonllc.com,9667811548,"153, Sengupta Street, Patna 765881",962376167915,Net 30,29-07-2024,INR 10448381,1,23-11-2024,Ahmedabad
VEN541822,Naidu-Chandran,Supplier,56HP792370,Yashica Gour,contact@naidu-chandran.com,9182102404,"20/76, Chaudhary Chowk, Ballia-115076",307805273422,Advance,30-12-2024,INR 23735875,1,06-02-2025,Imphal
VEN163825,Peri LLC,Service Provider,71DD080187,Wishi Rajagopal,contact@perillc.com,9779947841,"88/09, Aggarwal Street, Akola 947606",634230668531,Net 45,04-11-2024,INR 19995119,5,07-11-2024,Rampur
VEN153551,Sunder-Shukla,Contractor,96CS634824,Qushi Subramaniam,contact@sunder-shukla.com,9744669011,"99/526, Rege Path, Indore-180177",565664077151,Net 45,02-12-2024,INR 16485894,2,18-05-2024,Kalyan-Dombivli
VEN904055,Prakash Inc,Consultant,83LJ346876,Riya Grewal,contact@prakashinc.com,9597184357,"24/26, Nagy Nagar, Karimnagar-206535",044096116751,Advance,08-05-2023,INR 23394305,4,11-03-2024,Adoni
VEN887003,"Mutti, Zachariah and Muni",Contractor,39IT438345,Aarush Srivastava,"contact@mutti,zachariahandmuni.com",9196072101,"H.No. 69, Oza Street, Imphal-749272",492375635936,Net 45,26-08-2024,INR 9285700,4,26-12-2024,Hyderabad
VEN757927,"Raju, Ramesh and Sampath",Supplier,35QM931913,Michael Kannan,"contact@raju,rameshandsampath.com",9418584117,"H.No. 40, Bedi Road, Kottayam 188499",846413677320,Advance,13-03-2023,INR 34846859,1,31-08-2024,Kirari Suleman Nagar
VEN335775,Jha Inc,Service Provider,59NE813241,Jagdish Bera,contact@jhainc.com,9971567650,"H.No. 42, Krishna Street, Karimnagar 418444",819849992917,Net 45,10-12-2023,INR 43908699,4,12-03-2024,Kanpur
VEN761729,Dash PLC,Supplier,52XG703158,Januja Natt,contact@dashplc.com,9347848581,"94/79, Soni Circle, Berhampur 529075",775134566622,Net 30,04-07-2024,INR 29240185,4,30-10-2024,Durg
VEN920945,Rai and Sons,Contractor,36EE022387,Tamanna Thakkar,contact@raiandsons.com,9107009916,"58/436, Puri Street, Bikaner-737045",874472806362,Advance,13-09-2024,INR 18791145,3,25-11-2024,Jamshedpur
VEN913935,Oza-Pradhan,Supplier,13OV681484,Samuel Handa,contact@oza-pradhan.com,9240895979,"378, Pau, Giridih 013889",575270131413,Net 60,04-07-2023,INR 34422613,3,17-09-2024,Panvel
VEN187038,"Guha, Bajwa and Shere",Service Provider,75MH209958,Sneha Patla,"contact@guha,bajwaandshere.com",9732739237,"31/321, Bail Chowk, Raichur-752347",839337478712,Advance,22-08-2023,INR 38309730,4,15-11-2024,Aurangabad
VEN768235,"Kashyap, Saini and Kala",Contractor,02WD966265,Yasti Tailor,"contact@kashyap,sainiandkala.com",9629346172,"38/517, Ratti Marg, Pali-212558",524475705511,Net 30,19-03-2023,INR 14991115,1,11-09-2024,Gwalior
VEN115654,"Swamy, Chawla and Hegde",Supplier,06JN227460,Vasana Walla,"contact@swamy,chawlaandhegde.com",9659332383,"03/58, Chaudhry Marg, Uluberia-543838",442990308438,Net 45,11-02-2024,INR 48864972,5,05-04-2024,Udaipur
VEN934127,Agarwal-Nagy,Supplier,92YZ875524,Udarsh Raj,contact@agarwal-nagy.com,9440373362,"H.No. 962, Sarin Circle, Raurkela Industrial Township-278642",788466061920,Net 30,21-07-2024,INR 39103710,2,25-08-2024,Allahabad
VEN848673,Bains LLC,Consultant,77FS061368,Upkaar Swamy,contact@bainsllc.com,9047148678,"10/94, Doctor Chowk, Mathura-251068",423188092233,Net 30,05-08-2023,INR 4947719,3,08-06-2024,Unnao
VEN704995,Thakkar-Butala,Service Provider,55TS546274,Lavanya Anand,contact@thakkar-butala.com,9665933820,"70/076, Sandal Chowk, Tumkur-912544",284959184406,Advance,26-09-2023,INR 14423932,3,08-09-2024,Hubli–Dharwad
VEN040913,"Kothari, Kumar and Zachariah",Service Provider,85DP490848,Harshil Basak,"contact@kothari,kumarandzachariah.com",9260361293,"H.No. 84, Gandhi Ganj, Vijayawada-894830",909592055595,Net 30,15-12-2024,INR 44468795,3,25-07-2024,Purnia
VEN427604,Basu Inc,Consultant,18FR822152,Ayushman Suri,contact@basuinc.com,9787580817,"H.No. 61, Naidu Path, Madhyamgram-473035",954474742916,Net 45,18-11-2024,INR 15499169,3,14-01-2025,Machilipatnam
VEN785668,Natarajan-Roy,Contractor,99WA114502,Vihaan Mohanty,contact@natarajan-roy.com,9561939069,"22, Sehgal Nagar, Morena-596825",162811504245,Net 30,18-01-2025,INR 6711166,1,25-10-2024,Mangalore
VEN047740,Rama-Karpe,Contractor,37BG154972,Anya Prakash,contact@rama-karpe.com,9286633508,"H.No. 40, Tank Ganj, Mehsana 705775",840661525970,Net 45,09-09-2023,INR 23929643,2,01-05-2024,Sagar
VEN846644,Gole LLC,Contractor,80CF969513,Om Swamy,contact@golellc.com,9236681426,"95/634, Karpe Path, Kanpur 331123",834140631451,Net 60,26-01-2024,INR 9976566,5,22-09-2024,Bhiwani
VEN119301,Grover-Mann,Supplier,92VK000225,Jackson Arora,contact@grover-mann.com,9933420977,"675, Choudhury Zila, Malda 120923",153633858999,Net 45,02-02-2024,INR 27532934,4,28-03-2024,Hajipur
VEN095519,Badami-Goyal,Service Provider,78XV876256,Timothy Raja,contact@badami-goyal.com,9535539369,"H.No. 72, Bajaj Zila, Mango-468730",561014947566,Net 60,05-03-2023,INR 10234862,5,10-03-2024,Warangal
VEN084256,Venkatesh Ltd,Contractor,86AS136618,Anay Subramanian,contact@venkateshltd.com,9276912623,"64, Salvi Street, Giridih-901466",834242781380,Net 30,02-05-2023,INR 43955649,5,14-03-2024,Pali
VEN716928,"Viswanathan, Shan and Bal",Consultant,45KW166524,Pranav Ganesh,"contact@viswanathan,shanandbal.com",9090643104,"H.No. 064, Dhaliwal Zila, Fatehpur 819078",710183109513,Net 30,15-06-2024,INR 5335863,2,09-07-2024,Rajahmundry
VEN421378,"Sagar, Sastry and Nagar",Contractor,95YE333942,Aadi Balakrishnan,"contact@sagar,sastryandnagar.com",9076465653,"47, Chada Road, Bathinda-056209",941489363901,Net 30,14-12-2023,INR 20965588,4,28-10-2024,Raebareli
VEN555038,Solanki PLC,Consultant,91SR426206,Aarav Mistry,contact@solankiplc.com,9189895402,"91/794, Parekh Road, Tirupati-099035",335128881281,Net 30,30-12-2023,INR 43739636,4,11-10-2024,Pallavaram
VEN987549,Khanna and Sons,Consultant,47RP341177,Ubika Choudhury,contact@khannaandsons.com,9252181273,"055, Shetty Street, Parbhani 557599",422862713726,Net 60,17-06-2024,INR 36272109,5,29-06-2024,Kharagpur
VEN141979,"Aggarwal, Kakar and Kalla",Service Provider,40AH862223,Kalpit Lanka,"contact@aggarwal,kakarandkalla.com",9851815334,"H.No. 328, Dalal Marg, Guntur 863716",932644676599,Net 45,29-07-2023,INR 49507523,5,16-04-2024,Patna
VEN125489,Sunder and Sons,Supplier,03EY132869,Krishna Ganesan,contact@sunderandsons.com,9785637749,"32/036, Sani Nagar, Sambalpur 682362",655809419081,Net 60,07-10-2024,INR 36698428,4,05-06-2024,Rajahmundry
VEN863263,Yohannan LLC,Contractor,04AA719910,Megha Chawla,contact@yohannanllc.com,9844166575,"67, Kannan Street, Karawal Nagar 506173",468173862415,Net 60,05-04-2023,INR 46482790,5,08-12-2024,Munger
VEN038076,"Sarkar, Majumdar and Sheth",Service Provider,73TC296768,Abhiram Oza,"contact@sarkar,majumdarandsheth.com",9337473327,"323, Uppal Nagar, Ahmedabad 123507",813827558392,Advance,27-03-2024,INR 34800826,2,20-04-2024,Jhansi
VEN877045,"Rout, Seshadri and Bali",Consultant,31DZ944266,Waida Brar,"contact@rout,seshadriandbali.com",9005643105,"59, Srinivasan Ganj, Bidhannagar-927752",059793008902,Advance,07-12-2023,INR 24794823,5,05-08-2024,Erode
VEN260564,"Palan, Bhavsar and Nanda",Contractor,65PF901243,Ekavir Brar,"contact@palan,bhavsarandnanda.com",9818243670,"16/77, D’Alia Street, Orai-154652",079030697714,Net 45,10-04-2023,INR 5276767,1,18-12-2024,Surendranagar Dudhrej
VEN004550,"Sachdev, Ravi and Dutt",Contractor,44PY204326,Charita Pai,"contact@sachdev,ravianddutt.com",9320109867,"18, Bose, Sambhal-481421",830827589613,Net 60,11-12-2023,INR 428532,3,09-08-2024,Raebareli
VEN157192,Raghavan-Narayan,Consultant,94TZ761519,Bhavani Salvi,contact@raghavan-narayan.com,9095702389,"H.No. 265, Varghese Circle, Davanagere-795328",555927503187,Net 60,27-02-2023,INR 20137904,5,09-09-2024,Narasaraopet
VEN091329,Kohli Inc,Supplier,28RU404449,Abhiram Patel,contact@kohliinc.com,9731948987,"73/13, Krishnamurthy Ganj, Ramgarh-675299",182333012245,Net 45,11-04-2023,INR 34060995,1,23-04-2024,Bhavnagar
VEN202786,"Kar, Goswami and Sathe",Consultant,47IT942142,Frederick Karpe,"contact@kar,goswamiandsathe.com",9547607364,"43/30, Bhasin, Madurai-732628",753731710642,Net 30,10-09-2024,INR 42391690,1,06-10-2024,South Dumdum
VEN808850,Johal-Bansal,Consultant,38NS597053,Ikbal Wali,contact@johal-bansal.com,9416939691,"78, Jhaveri Street, Ghaziabad 090316",990309242761,Net 30,13-11-2024,INR 34095621,1,10-11-2024,Tenali
VEN643841,Biswas-Manda,Contractor,30DD725438,Saumya Sen,contact@biswas-manda.com,9211796077,"45/163, Dhar Chowk, Jalgaon 942846",363835013271,Advance,13-04-2024,INR 44953638,5,19-07-2024,Burhanpur
VEN393746,Nanda Group,Consultant,94FX851193,Samar Kaul,contact@nandagroup.com,9559139361,"78/537, Gill, Mira-Bhayandar-402402",180021750831,Net 45,18-09-2024,INR 16936606,3,23-03-2024,Nadiad
VEN523050,"Bhasin, Issac and Nazareth",Consultant,82YM999921,Jagdish Aurora,"contact@bhasin,issacandnazareth.com",9675290875,"652, Rout Nagar, Bulandshahr-617372",195063902822,Net 60,26-03-2023,INR 19001997,2,23-05-2024,Noida
VEN386077,"Dave, Kuruvilla and Bhatnagar",Contractor,22AF407599,Sathvik Shah,"contact@dave,kuruvillaandbhatnagar.com",9982693247,"H.No. 20, Dave Circle, Pallavaram-427277",782091731137,Advance,22-08-2023,INR 34194303,1,14-02-2025,Jammu
VEN257097,Shroff-Chander,Consultant,47GQ752008,Hredhaan Hora,contact@shroff-chander.com,9751508902,"H.No. 07, Deo Street, Davanagere 035476",041183874762,Net 30,10-06-2024,INR 29217000,2,11-04-2024,Jaunpur
VEN878870,Barad-Peri,Contractor,99PI851548,Hiral Guha,contact@barad-peri.com,9594560630,"59/22, Bala, Madhyamgram 429332",865701162974,Net 45,04-03-2024,INR 25237025,5,11-08-2024,Ongole
VEN830018,Kalla LLC,Contractor,71QT789902,Radha Prabhu,contact@kallallc.com,9970849352,"710, Kar Nagar, Udupi-688484",738225742901,Net 45,30-05-2023,INR 6020322,2,07-02-2025,Miryalaguda
VEN083337,"Pathak, Yogi and Karpe",Service Provider,66DF318776,Laban Morar,"contact@pathak,yogiandkarpe.com",9036052150,"83, Edwin Zila, Serampore 812653",522447431262,Net 30,29-11-2024,INR 612043,5,18-03-2024,Howrah
VEN080228,"Oak, Basu and Palla",Consultant,58KV863020,Kalpit Sami,"contact@oak,basuandpalla.com",9521420822,"H.No. 34, Chander Road, Nagpur-794761",736722723131,Net 45,02-07-2023,INR 22980174,1,21-06-2024,Ajmer
VEN497149,"Mammen, Ratti and Acharya",Consultant,53EH241631,Brijesh Balay,"contact@mammen,rattiandacharya.com",9359246157,"684, Chaudhuri Path, Visakhapatnam 778193",986079660940,Net 60,26-05-2024,INR 34561555,4,21-02-2024,Bhatpara
VEN496924,"Chanda, Sethi and Biswas",Contractor,93WE253907,Tanmayi Date,"contact@chanda,sethiandbiswas.com",9042937985,"50, Varma Zila, Bhind-629468",856774304571,Net 30,05-06-2024,INR 40440349,2,15-09-2024,Berhampur
VEN916946,Majumdar-Thaker,Supplier,55QC958883,Faras Kannan,contact@majumdar-thaker.com,9054277117,"84/082, Parekh Marg, Katihar-056359",229293320885,Net 45,10-07-2024,INR 20289627,5,09-03-2024,Amroha
VEN371423,"Ratti, Shanker and Lata",Service Provider,37QD072894,Mitesh Shenoy,"contact@ratti,shankerandlata.com",9059568640,"015, Krish Circle, Nagpur 724523",881508958058,Net 30,18-03-2024,INR 29829242,3,05-05-2024,Karawal Nagar
VEN620187,Brahmbhatt-Murthy,Consultant,19LN016546,Janaki Ratti,contact@brahmbhatt-murthy.com,9431776903,"H.No. 274, Agate Nagar, Visakhapatnam 452085",733958764441,Net 60,28-04-2024,INR 19810263,1,02-10-2024,Tadepalligudem
VEN277357,Shukla-Venkatesh,Consultant,63LB753054,Nakul Sem,contact@shukla-venkatesh.com,9562629963,"23/70, Goel, Sri Ganganagar-968366",816006898746,Net 60,02-10-2023,INR 8318095,2,24-11-2024,Dehri
VEN798857,"Sandhu, Saini and Mittal",Consultant,91KU534939,Azaan Sundaram,"contact@sandhu,sainiandmittal.com",9373957356,"15/740, Sagar Chowk, Mira-Bhayandar 663460",795180136150,Net 30,08-02-2025,INR 40626515,5,07-10-2024,Gaya
VEN610570,Pradhan Inc,Service Provider,97HW887318,Zashil Goyal,contact@pradhaninc.com,9870060401,"H.No. 459, Shan Road, Giridih-610237",423132706624,Net 30,09-04-2024,INR 40752911,4,22-01-2025,Sri Ganganagar
VEN849402,Vasa Inc,Contractor,12LF600693,Yashasvi Krishnamurthy,contact@vasainc.com,9447349343,"H.No. 202, Randhawa Road, Sagar 385564",043697424004,Net 45,27-09-2024,INR 19661701,3,25-01-2025,Khora 
VEN782968,Sem-Chaudhari,Service Provider,54GL156799,Raksha Kari,contact@sem-chaudhari.com,9080253521,"708, Babu Chowk, Shivpuri 902802",556073989111,Net 45,01-12-2023,INR 28970365,1,19-03-2024,Bhimavaram
VEN881965,"Sankar, Chaudhuri and Yohannan",Service Provider,55VD074889,Liam Sama,"contact@sankar,chaudhuriandyohannan.com",9585421373,"H.No. 718, Vyas Street, Imphal-136951",106835420993,Net 30,29-01-2025,INR 15773640,1,24-06-2024,Raebareli
VEN505149,"Narasimhan, Barad and Lalla",Contractor,51YW031416,Nitara Agate,"contact@narasimhan,baradandlalla.com",9638727903,"96/596, Chahal Path, Ramagundam 786038",298710341597,Net 60,04-05-2023,INR 14739511,2,30-05-2024,Bangalore
VEN117018,Mutti-Bhatt,Consultant,08UR639197,Lajita Ramakrishnan,contact@mutti-bhatt.com,9334001139,"294, Gera Ganj, Tiruchirappalli-443765",643254532412,Advance,25-12-2023,INR 27098486,1,06-05-2024,Panipat
VEN522170,Nigam-Rao,Supplier,33UF911123,Wishi Kohli,contact@nigam-rao.com,9701333370,"27, Munshi Path, Rajpur Sonarpur 432222",823869037778,Net 60,22-03-2023,INR 3243834,3,18-09-2024,Ramagundam
VEN342396,Ramakrishnan-Purohit,Service Provider,50OV203477,Krishna Kumer,contact@ramakrishnan-purohit.com,9013941389,"53/38, Pathak Ganj, Nashik-453248",423910459937,Advance,21-05-2023,INR 31799487,3,25-10-2024,Hapur
VEN648728,"Bhardwaj, Krishnamurthy and Divan",Consultant,19UZ408288,Praneel Andra,"contact@bhardwaj,krishnamurthyanddivan.com",9352598091,"45/986, Tripathi Zila, Jalandhar 501212",386407672680,Advance,13-05-2024,INR 35354455,1,21-03-2024,Mangalore
VEN180327,Badami-Mand,Supplier,73EK728567,Fariq Dhar,contact@badami-mand.com,9646567456,"410, Parikh Chowk, Navi Mumbai 092340",731177832682,Net 30,06-09-2023,INR 48901940,1,13-02-2025,Latur
VEN315360,Khatri-Roy,Service Provider,15LA562281,Patrick Gole,contact@khatri-roy.com,9357136146,"H.No. 918, Chakraborty Chowk, Bongaigaon-025274",989129193309,Net 60,19-01-2024,INR 27792249,3,11-09-2024,Dehradun
VEN139045,Tak Group,Supplier,80LX940840,Aditya Wason,contact@takgroup.com,9300636574,"H.No. 761, Madan Road, Rajpur Sonarpur-994864",332006817747,Net 60,19-05-2024,INR 12446351,5,24-06-2024,Ghaziabad
VEN432006,Shankar Group,Contractor,82RO118145,Lajita Shroff,contact@shankargroup.com,9785814540,"H.No. 805, Rajagopalan Circle, Rampur-710943",436284038195,Net 60,28-04-2024,INR 37311729,2,23-11-2024,Bhopal
VEN587670,"Joshi, Bajaj and Loke",Contractor,05MN148240,Dhriti Sundaram,"contact@joshi,bajajandloke.com",9903297305,"H.No. 347, Pant Road, Sirsa 639329",227792758487,Net 60,03-01-2024,INR 35345123,5,12-02-2025,Dehradun
VEN333204,"Yogi, Joshi and Dugar",Contractor,50CI696246,Gaurav Ghosh,"contact@yogi,joshianddugar.com",9363552086,"73/02, Bhatnagar Path, Kavali 831411",840832708784,Advance,22-06-2024,INR 23148706,4,20-08-2024,Singrauli
VEN623372,"Raval, Dass and Chadha",Contractor,79JG723385,Pranit Bhat,"contact@raval,dassandchadha.com",9847717652,"50/53, Hegde, Durg-016720",129143118412,Net 45,08-07-2024,INR 42907653,5,06-09-2024,Jabalpur
VEN563888,Warrior PLC,Contractor,87GE587388,Ayushman Kothari,contact@warriorplc.com,9038735779,"82/81, Shanker Zila, Sikar-511918",488538855294,Net 30,05-12-2024,INR 3302536,2,16-01-2025,Patiala
VEN436672,Choudhury and Sons,Contractor,17BK166054,Ekantika Natt,contact@choudhuryandsons.com,9391400419,"H.No. 85, Golla Marg, Sambhal-005400",117008563200,Net 45,07-06-2023,INR 19363999,4,21-11-2024,Ahmednagar
VEN810647,"Sinha, Narain and Nazareth",Contractor,16ZU826130,Naksh Nayak,"contact@sinha,narainandnazareth.com",9618301009,"41, Kala, Sultan Pur Majra 827238",779981332632,Net 45,04-03-2023,INR 23597271,3,08-09-2024,Tirunelveli
VEN543937,Chauhan-Garde,Consultant,50AE692199,Champak Arya,contact@chauhan-garde.com,9768804656,"H.No. 82, Gole Nagar, Udaipur-745547",279292372027,Advance,27-11-2023,INR 31939670,5,19-04-2024,Kalyan-Dombivli
VEN437473,Doshi Inc,Supplier,83RD936622,Chanakya Kant,contact@doshiinc.com,9767966336,"705, Bakshi Zila, Berhampore-651003",470056753559,Net 60,23-03-2024,INR 13932360,3,13-02-2025,Gulbarga
VEN132152,Wali-Patel,Service Provider,62OR713653,Barkha Sahota,contact@wali-patel.com,9292331974,"24/80, Kakar Marg, Ahmedabad-906936",298129398141,Advance,12-11-2023,INR 28825864,5,13-03-2024,Etawah
VEN153616,Srinivasan LLC,Consultant,65IB719692,Forum Dixit,contact@srinivasanllc.com,9120918903,"80/854, Nadkarni Path, Mira-Bhayandar 360759",334809992834,Net 30,18-01-2025,INR 23046948,5,07-10-2024,Indore
VEN690359,"Nagarajan, Divan and Buch",Contractor,21AI493495,Rachit Mahajan,"contact@nagarajan,divanandbuch.com",9450253848,"087, Nori Nagar, Bhiwandi-327733",775507531458,Net 60,24-12-2023,INR 19299176,4,15-01-2025,Siliguri
VEN145282,"Gupta, Sodhi and Chana",Contractor,10KG421317,Prisha Khatri,"contact@gupta,sodhiandchana.com",9939124463,"680, Pradhan Circle, Pondicherry 893315",376479705791,Net 30,13-12-2024,INR 14770856,5,10-06-2024,Kulti
VEN813289,"Patel, Narayanan and Char",Supplier,74RN856125,Aditya Agrawal,"contact@patel,narayananandchar.com",9358644873,"38/89, Hegde Path, Jammu 852156",181040953123,Net 30,28-11-2024,INR 45308940,1,21-07-2024,Pallavaram
VEN734718,Sani-Deol,Contractor,85GD378663,Aishani Taneja,contact@sani-deol.com,9704865797,"77, Parikh Ganj, Bally 090997",849449594198,Net 60,22-08-2024,INR 6529764,3,29-02-2024,Anand
VEN671296,Badami-Datta,Supplier,46AD380036,Oscar Subramanian,contact@badami-datta.com,9004378552,"16/36, Biswas Marg, Kurnool-885045",442566809253,Net 30,26-01-2024,INR 7530923,5,16-04-2024,Nellore
VEN251403,Vasa-Pall,Contractor,83AC949679,Zayan Bahri,contact@vasa-pall.com,9246487063,"68/16, Sachdev Circle, Gangtok 506356",435459923027,Net 45,29-11-2024,INR 25479398,2,12-10-2024,Akola
VEN307508,"Dora, Varty and Suresh",Consultant,88XT461813,Henry Hans,"contact@dora,vartyandsuresh.com",9863495342,"H.No. 890, Chakraborty Street, Bihar Sharif 152777",582599325410,Net 60,26-02-2024,INR 30926451,2,06-10-2024,Thrissur
VEN620320,Memon-Ranganathan,Consultant,55AM859009,Ekansh Bhalla,contact@memon-ranganathan.com,9943705755,"H.No. 26, Dave, Bulandshahr 206820",648964222290,Net 30,23-03-2023,INR 46987434,1,08-07-2024,Panchkula
VEN101662,"Venkataraman, Dixit and Buch",Supplier,02OR044175,Andrew Rao,"contact@venkataraman,dixitandbuch.com",9076873134,"54, Kalita Nagar, Vasai-Virar-730502",412078046320,Net 45,02-02-2024,INR 22229158,4,27-10-2024,Bidar
VEN615356,Raman-Sarraf,Consultant,17WF505263,Aarav Varty,contact@raman-sarraf.com,9718775548,"H.No. 23, Pingle Path, Karnal 062413",314666117191,Net 30,28-10-2024,INR 47138907,4,20-01-2025,Arrah
VEN382108,Chanda Group,Service Provider,85PL365568,Bhavya Toor,contact@chandagroup.com,9079048909,"H.No. 531, Naidu Marg, Raipur 672412",674453274075,Net 30,25-06-2023,INR 42093789,4,18-02-2025,Shimoga
VEN962836,Wable Ltd,Contractor,27LT184201,Ishaan Dhar,contact@wableltd.com,9252920720,"01/48, Dalal Circle, Tiruppur-074704",238227723164,Net 45,26-04-2023,INR 33527964,2,19-07-2024,Jhansi
VEN189592,Walia-Rajagopalan,Contractor,09UX675163,Yatin Chandra,contact@walia-rajagopalan.com,9595599247,"69, Tak Circle, Guwahati 945253",269465865869,Advance,29-04-2024,INR 26108022,3,10-04-2024,Agartala
VEN123004,"Manda, Mandal and Mall",Consultant,70QY036946,Pratyush Rastogi,"contact@manda,mandalandmall.com",9495164481,"34/841, Parmar Ganj, Sasaram-594988",006662609230,Net 60,11-09-2024,INR 7203235,4,06-11-2024,Mathura
VEN126472,Sawhney Ltd,Service Provider,06VZ707567,Unnati Chauhan,contact@sawhneyltd.com,9400433389,"H.No. 60, Rattan Zila, Thane 297591",160571674258,Net 30,20-07-2024,INR 31855087,3,01-07-2024,Chandigarh
VEN157156,Badami-Iyer,Consultant,67RV707383,Devansh Andra,contact@badami-iyer.com,9241548427,"36/52, Karpe Path, Varanasi 082444",143789204134,Net 60,15-04-2024,INR 29174676,1,18-02-2025,Aligarh
VEN566629,"Bajaj, Ganesh and Rastogi",Consultant,51BR585823,Aarini Warrior,"contact@bajaj,ganeshandrastogi.com",9996298961,"H.No. 987, Babu Nagar, Dibrugarh 914793",631773798123,Net 60,14-10-2024,INR 39167050,1,29-10-2024,Udaipur
VEN210310,Wali LLC,Service Provider,20TR741395,Dhriti Kata,contact@walillc.com,9680969872,"509, Dasgupta Nagar, Pondicherry-897888",875272017426,Net 60,08-12-2023,INR 34287477,4,04-04-2024,Delhi
VEN539563,Bhakta-Basu,Contractor,46GL005832,Tarak Trivedi,contact@bhakta-basu.com,9735524891,"H.No. 06, Chhabra Circle, Bhilai 968717",635606344948,Net 60,20-12-2023,INR 34220729,4,01-01-2025,Panipat
VEN906833,Bajwa-Suri,Contractor,00WH498201,Gautami Vyas,contact@bajwa-suri.com,9073631898,"443, Chandra Path, Pune 988914",801778448053,Net 45,10-03-2023,INR 20355058,1,09-10-2024,Tumkur
VEN821646,Ravi Ltd,Supplier,42RM894940,Gayathri Srinivas,contact@raviltd.com,9970146987,"H.No. 80, Sankar Path, Firozabad-251523",579758043333,Advance,19-12-2023,INR 14964592,1,10-11-2024,Amroha
