Employee ID,First Name,Last Name,Department,Designation,Joining Date,Email,Phone Number,Office Location,Salary,Reporting Manager,Performance Rating,Years of Experience,Education,Emergency Contact
EMP848329,Reva,Majumdar,Marketing,Associate,13-12-2020,reva.majumdar@company.com,9575232445,Bhiwandi,INR 1761749,Harini Shankar,4,3,B.Sc,9879354978
EMP963643,Ishaan,Roy,Operations,Associate,04-12-2022,ishaan.roy@company.com,9838362021,Indore,INR 1725709,Ishaan Dasgupta,2,3,M.Tech,9603682219
EMP868621,Mahika,Purohit,HR,Manager,03-12-2023,mahika.purohit@company.com,9217296256,Ballia,INR 452626,Akshay Vora,1,13,B.Com,9293728996
EMP950144,Varenya,Majumdar,Operations,Team Lead,09-07-2022,varenya.majumdar@company.com,9112439872,Howrah,INR 1359236,Nidhi Comar,2,20,M.Tech,9506238904
EMP970276,Hemangini,Bhalla,Operations,Associate,04-04-2023,hemangini.bhalla@company.com,9060871696,Anantapuram,INR 564230,Zaitra Lad,1,1,B.Com,9232543494
EMP780238,Chakrika,Radhakrishnan,Marketing,Team Lead,02-05-2022,chakrika.radhakrishnan@company.com,9003129029,Indore,INR 1619000,Ranbir Ratta,4,7,B.Tech,9140570927
EMP639031,Urvashi,Sankaran,Finance,Manager,18-12-2020,urvashi.sankaran@company.com,9256510276,Jaipur,INR 1061125,Qasim Warrior,3,10,B.Sc,9502364347
EMP970720,Balendra,Rajagopal,HR,Manager,30-09-2024,balendra.rajagopal@company.com,9478356203,Adoni,INR 1073006,Gautam Lad,2,15,MBA,9263348435
EMP496536,Faraj,Verma,Finance,Associate,17-04-2022,faraj.verma@company.com,9581175801,Ghaziabad,INR 1620702,Abhimanyu Basu,1,16,M.Tech,9158015405
EMP489469,Maya,Nagarajan,Finance,Manager,27-06-2023,maya.nagarajan@company.com,9915582058,Bongaigaon,INR 805399,Netra Kibe,5,6,B.Sc,9855053778
EMP275972,Jatin,Sami,IT,Associate,19-06-2022,jatin.sami@company.com,9378451667,Tiruppur,INR 246193,Kritika Guha,4,10,B.Tech,9843848431
EMP091427,Kalpit,Dara,Operations,Associate,14-03-2020,kalpit.dara@company.com,9104133109,Jammu,INR 1207201,Ekavir Sangha,5,11,B.Sc,9063475790
EMP713027,Tejas,Shroff,Marketing,Senior Executive,04-09-2022,tejas.shroff@company.com,9867020733,Kollam,INR 1128936,Aishani Varkey,1,19,B.Com,9957522697
EMP997531,Fitan,Kalla,IT,Junior Executive,30-06-2022,fitan.kalla@company.com,9123816316,Lucknow,INR 897086,Gopal Kari,5,6,MBA,9215188542
EMP229021,Faras,Ben,IT,Junior Executive,17-08-2023,faras.ben@company.com,9354157565,Hajipur,INR 565272,Jeet Brar,3,19,B.Tech,9859548273
EMP878361,Veer,Sathe,HR,Team Lead,05-07-2021,veer.sathe@company.com,9344321903,Bareilly,INR 739139,Gagan Lad,3,2,M.Tech,9862113876
EMP207000,Yatan,Murty,IT,Team Lead,15-03-2022,yatan.murty@company.com,9510903587,Raiganj,INR 1263424,Triveni Kala,3,17,M.Tech,9178808405
EMP942866,Dev,Bora,HR,Team Lead,21-08-2020,dev.bora@company.com,9160054087,Chennai,INR 1784284,Manan Bala,1,8,M.Tech,9134359667
EMP055335,Rachita,Doshi,Operations,Senior Executive,24-03-2023,rachita.doshi@company.com,9183267400,Rajpur Sonarpur,INR 28609,Jagrati Kashyap,5,9,B.Tech,9312677058
EMP325024,Falan,Ben,IT,Team Lead,27-11-2021,falan.ben@company.com,9447268266,Ramgarh,INR 1976369,Lakshmi Chokshi,5,20,B.Tech,9009668725
EMP765134,Ayush,Murty,IT,Team Lead,25-08-2023,ayush.murty@company.com,9474022718,Bokaro,INR 493158,Christopher Kamdar,2,9,MBA,9533542905
EMP749173,Pooja,Kant,IT,Manager,20-04-2022,pooja.kant@company.com,9657382481,Nagpur,INR 148125,Zarna Chaudhari,3,12,B.Com,9074144507
EMP982711,Ekavir,Chadha,HR,Team Lead,15-06-2022,ekavir.chadha@company.com,9371002082,Jhansi,INR 1164616,Gautami Sawhney,1,1,B.Com,9677402241
EMP019495,Udant,Ahuja,Marketing,Senior Executive,26-09-2023,udant.ahuja@company.com,9965048368,Morbi,INR 1492205,Gautami Deshpande,5,20,MBA,9353895970
EMP146127,Kamya,Keer,HR,Manager,15-07-2024,kamya.keer@company.com,9153756657,Bharatpur,INR 795071,Aachal Swamy,2,2,M.Tech,9751257776
EMP230034,Jeremiah,Tiwari,IT,Team Lead,17-08-2021,jeremiah.tiwari@company.com,9777033381,Khora ,INR 1425607,Lohit Bail,5,8,B.Com,9804708259
EMP318760,Yashvi,Balay,HR,Associate,09-05-2022,yashvi.balay@company.com,9517935158,Hapur,INR 1165081,Jacob Boase,3,11,MBA,9083951647
EMP648221,Vaishnavi,Bhatt,Marketing,Manager,29-07-2023,vaishnavi.bhatt@company.com,9677369867,Darbhanga,INR 213201,Kamya Balan,1,20,B.Com,9084039102
EMP035753,Hamsini,Bail,Operations,Senior Executive,24-10-2023,hamsini.bail@company.com,9139410555,Amaravati,INR 270671,Ladli Devan,3,7,MBA,9833685270
EMP905007,Kavya,Shankar,IT,Manager,03-10-2020,kavya.shankar@company.com,9603141286,Hubli–Dharwad,INR 139195,Upma Bera,2,5,B.Com,9991392845
EMP496163,Indrajit,Natt,Finance,Manager,17-06-2023,indrajit.natt@company.com,9516963837,Satara,INR 192901,Triya Natt,5,6,B.Sc,9238476413
EMP066191,Gaurang,Sur,Operations,Senior Executive,21-12-2023,gaurang.sur@company.com,9128722792,Surat,INR 891411,Waida Sen,3,14,M.Tech,9678768046
EMP796502,Ati,Virk,Marketing,Junior Executive,14-08-2020,ati.virk@company.com,9029185009,Maheshtala,INR 1577213,Hema Cherian,2,7,M.Tech,9329858679
EMP332500,Bachittar,Basu,Marketing,Team Lead,21-10-2022,bachittar.basu@company.com,9414294306,Giridih,INR 343747,Yatan Kothari,3,9,B.Tech,9928332923
EMP278809,Gautam,Bajwa,Marketing,Senior Executive,15-05-2023,gautam.bajwa@company.com,9867208931,Tiruvottiyur,INR 62639,Harita Narayanan,1,11,MBA,9360275436
EMP729951,Jyoti,Natarajan,HR,Senior Executive,07-05-2024,jyoti.natarajan@company.com,9509337843,Khora ,INR 203536,Gautam Nagar,5,11,B.Sc,9956482377
EMP213002,Kashvi,Kota,Marketing,Associate,15-11-2021,kashvi.kota@company.com,9525752732,Sambalpur,INR 250343,Ryan Bedi,4,0,M.Tech,9502737478
EMP162316,Jagvi,Soman,Marketing,Junior Executive,13-04-2023,jagvi.soman@company.com,9088451668,Amravati,INR 1278745,Maya Bansal,2,16,B.Sc,9852077258
EMP288284,Ekani,Pandey,HR,Team Lead,16-03-2022,ekani.pandey@company.com,9804039000,Bhilwara,INR 184627,Pranit Zacharia,2,3,B.Sc,9917893086
EMP542286,Varsha,Chander,Finance,Senior Executive,15-08-2021,varsha.chander@company.com,9673403956,Karaikudi,INR 45130,Luke Chakrabarti,2,16,B.Com,9142557676
EMP650257,William,Golla,Marketing,Associate,08-10-2020,william.golla@company.com,9875036865,Nellore,INR 886436,Hritik Pathak,2,16,M.Tech,9662707935
EMP859837,Sneha,Raj,Finance,Manager,26-01-2021,sneha.raj@company.com,9066659795,Vellore,INR 337200,Bahadurjit Suri,4,19,M.Tech,9326920414
EMP830374,Kala,Amble,Marketing,Associate,01-08-2020,kala.amble@company.com,9873307301,Nagaon,INR 1184977,Balvan Bora,4,4,B.Sc,9443058457
EMP128089,Unnati,Choudhury,Finance,Senior Executive,14-11-2022,unnati.choudhury@company.com,9903106564,Alwar,INR 868112,Zansi Kaul,1,13,B.Sc,9610039200
EMP430741,Arin,Luthra,Finance,Senior Executive,19-02-2023,arin.luthra@company.com,9995615315,Bhiwandi,INR 1113362,Yutika Kannan,5,13,B.Sc,9157697754
EMP294757,Vansha,Nazareth,Finance,Associate,21-05-2024,vansha.nazareth@company.com,9557826959,Raurkela Industrial Township,INR 595141,Chaman Luthra,1,7,B.Com,9947382051
EMP623369,Jai,Srinivasan,HR,Team Lead,23-05-2020,jai.srinivasan@company.com,9554369443,Asansol,INR 1841835,Aradhana Shankar,4,11,MBA,9263961135
EMP743643,Upkaar,Kala,Marketing,Junior Executive,26-07-2021,upkaar.kala@company.com,9191878782,Cuttack,INR 1391759,Vincent Kata,5,20,MBA,9270365755
EMP604468,Abha,Nagar,Finance,Team Lead,22-07-2022,abha.nagar@company.com,9636823620,Chittoor,INR 1796523,Yoshita Karnik,3,20,MBA,9766800062
EMP008984,Gavin,Rajan,Marketing,Senior Executive,18-08-2024,gavin.rajan@company.com,9898231122,Adoni,INR 1106019,Samaksh Shankar,5,4,B.Com,9337478770
EMP490320,Tamanna,Raval,HR,Team Lead,04-08-2021,tamanna.raval@company.com,9766111197,Gandhinagar,INR 1041532,Nimrat Dave,3,4,MBA,9900819753
EMP919790,Bhavani,Pai,Operations,Senior Executive,17-03-2021,bhavani.pai@company.com,9329055265,Kolhapur,INR 1097203,Saksham Amble,1,3,MBA,9609806883
EMP763986,Tripti,Kohli,Finance,Junior Executive,01-11-2021,tripti.kohli@company.com,9296431768,Naihati,INR 1320038,Darpan Garde,2,17,MBA,9369597716
EMP324075,Shravya,Sami,Operations,Team Lead,08-08-2022,shravya.sami@company.com,9031164020,Deoghar,INR 759246,Aarini Dhar,2,18,M.Tech,9520171967
EMP929537,Dominic,Pant,Finance,Junior Executive,07-01-2025,dominic.pant@company.com,9447608529,Begusarai,INR 1797953,Dayamai Dhar,1,15,B.Com,9335327311
EMP444032,Pahal,Goda,Marketing,Team Lead,15-04-2022,pahal.goda@company.com,9685685584,Kavali,INR 1908280,Balendra Narang,4,0,B.Com,9707199704
EMP279582,Ethan,Raghavan,HR,Team Lead,23-03-2020,ethan.raghavan@company.com,9545557413,Srinagar,INR 1361264,Faqid Suresh,3,18,B.Sc,9942587951
EMP770834,Samuel,Vora,Finance,Manager,24-02-2020,samuel.vora@company.com,9946471720,Deoghar,INR 545217,Yug Ghose,3,19,B.Com,9771488897
EMP241008,Omkaar,Dass,Finance,Team Lead,23-04-2021,omkaar.dass@company.com,9378484593,Bahraich,INR 1546379,Owen Kant,2,16,MBA,9475347212
EMP532423,Anusha,Khatri,Marketing,Associate,06-09-2022,anusha.khatri@company.com,9032327864,Nashik,INR 395476,Dalaja Bhatt,3,5,B.Com,9208029223
EMP279350,Bakhshi,Sathe,Marketing,Associate,02-03-2023,bakhshi.sathe@company.com,9358337854,Dhule,INR 1010285,Warjas Sura,2,20,B.Com,9369837025
EMP370902,Udarsh,Bhavsar,Marketing,Senior Executive,10-12-2024,udarsh.bhavsar@company.com,9759326693,Barasat,INR 1476968,Janya Pathak,5,4,B.Sc,9749978452
EMP228645,Abhiram,Bail,Operations,Senior Executive,20-07-2021,abhiram.bail@company.com,9143565290,Patna,INR 559957,Ekaraj Ramaswamy,4,1,B.Com,9757085369
EMP075134,Chavvi,Raj,Operations,Associate,10-05-2022,chavvi.raj@company.com,9318655600,Chandrapur,INR 1754338,Wahab Mane,4,19,B.Sc,9142056435
EMP346933,Veer,Sane,Finance,Team Lead,13-01-2025,veer.sane@company.com,9588847397,Amroha,INR 1918586,Qasim Mall,2,19,B.Tech,9525383933
EMP277311,Harsh,Sastry,IT,Manager,03-08-2024,harsh.sastry@company.com,9423494508,Nellore,INR 735171,Veda Behl,3,9,B.Sc,9816554793
EMP308778,Raghav,Sengupta,Operations,Manager,27-04-2022,raghav.sengupta@company.com,9749337718,Thane,INR 638940,Tanmayi Rama,4,20,B.Tech,9819512285
EMP429679,Hredhaan,Shan,Marketing,Senior Executive,16-07-2021,hredhaan.shan@company.com,9127528255,Ambattur,INR 1382771,Daksh Banerjee,1,19,B.Tech,9655854510
EMP755346,Triya,Thakkar,Finance,Senior Executive,30-12-2022,triya.thakkar@company.com,9010261026,Mangalore,INR 1785902,Yashvi Pillai,3,18,B.Tech,9268674728
EMP021620,Ayush,Hayer,Marketing,Manager,16-01-2023,ayush.hayer@company.com,9891577182,Anantapuram,INR 53287,Edhitha Dara,5,5,M.Tech,9245753952
EMP179000,Kamya,Rattan,IT,Senior Executive,09-09-2021,kamya.rattan@company.com,9487692683,Gopalpur,INR 713444,Lucky Pandit,4,1,B.Com,9864717295
EMP849738,Ikshita,Bhatnagar,Operations,Associate,12-03-2020,ikshita.bhatnagar@company.com,9111506109,Kadapa,INR 692387,Avni Salvi,2,8,M.Tech,9088618469
EMP455067,Warjas,Savant,Finance,Team Lead,10-11-2022,warjas.savant@company.com,9048958724,Hosur,INR 802383,Divya Choudhury,5,9,B.Sc,9646462826
EMP243973,Jagdish,Sethi,IT,Associate,03-08-2022,jagdish.sethi@company.com,9141232198,Baranagar,INR 101300,Joshua Singhal,5,6,MBA,9274766715
EMP270176,Vivaan,Balakrishnan,Operations,Junior Executive,29-01-2023,vivaan.balakrishnan@company.com,9006769049,Bangalore,INR 1917945,Chaman Datta,2,8,B.Sc,9063275826
EMP994729,Noah,Sha,IT,Associate,27-09-2020,noah.sha@company.com,9915541496,Srinagar,INR 1880084,Nidra Varkey,2,11,MBA,9256256723
EMP366943,Bhavani,Tandon,Operations,Senior Executive,04-11-2023,bhavani.tandon@company.com,9252265166,Panvel,INR 287158,Logan Som,2,4,B.Com,9149793408
EMP612574,Dayamai,Sarma,Operations,Manager,19-08-2022,dayamai.sarma@company.com,9060250238,Chandigarh,INR 246309,Vasudha Doctor,1,5,B.Tech,9733737652
EMP902494,Praneel,Singhal,HR,Manager,10-04-2022,praneel.singhal@company.com,9253346463,Noida,INR 543405,Ojas Balan,4,14,B.Com,9580658081
EMP956053,Pallavi,Tank,Finance,Associate,28-08-2022,pallavi.tank@company.com,9252017008,Bareilly,INR 1543311,Kiaan Zachariah,4,11,B.Com,9467181817
EMP789425,Gabriel,Zacharia,HR,Junior Executive,03-12-2022,gabriel.zacharia@company.com,9693040891,Jamalpur,INR 714823,Yashica Pingle,2,3,B.Sc,9524747962
EMP350237,Michael,Goyal,IT,Manager,10-04-2023,michael.goyal@company.com,9747106352,Bokaro,INR 674832,Ekanta Dhingra,2,5,M.Tech,9312137242
EMP663820,Hiral,Saran,Finance,Team Lead,12-10-2023,hiral.saran@company.com,9589407876,Belgaum,INR 1189954,Tarak Bava,4,0,B.Sc,9439476780
EMP671545,Hredhaan,Nagi,Operations,Manager,16-06-2021,hredhaan.nagi@company.com,9861462101,Bongaigaon,INR 1473819,Jeevika Chawla,3,1,B.Com,9505792841
EMP694720,Bakhshi,Om,Operations,Senior Executive,27-10-2022,bakhshi.om@company.com,9574905804,Jehanabad,INR 185066,Ekalinga Vyas,4,18,M.Tech,9761648420
EMP821439,Nikita,Naidu,Finance,Junior Executive,28-11-2022,nikita.naidu@company.com,9850153771,Varanasi,INR 1494445,Bhavani Dixit,5,16,B.Sc,9597617311
EMP465148,Ranbir,Manda,Operations,Associate,26-09-2022,ranbir.manda@company.com,9736026809,Dhule,INR 355069,Krishna Char,1,11,M.Tech,9142393493
EMP303050,Idika,Natarajan,Marketing,Associate,10-04-2022,idika.natarajan@company.com,9362005959,Bharatpur,INR 718143,Indira Ramakrishnan,4,9,MBA,9556008465
EMP089128,Zayyan,Boase,IT,Junior Executive,20-10-2022,zayyan.boase@company.com,9903556623,Parbhani,INR 65583,Saumya Venkataraman,3,6,MBA,9009657291
EMP174184,Akshay,Ganguly,Marketing,Manager,07-06-2024,akshay.ganguly@company.com,9401691542,Ratlam,INR 1329743,Oliver Choudhury,1,13,B.Tech,9424403191
EMP969855,Tanish,Seshadri,HR,Associate,02-08-2021,tanish.seshadri@company.com,9338481689,Kolhapur,INR 355502,Lipika Dave,4,12,M.Tech,9935801105
EMP925830,Devika,Prashad,Marketing,Team Lead,21-08-2024,devika.prashad@company.com,9512322093,Satna,INR 1963966,Tamanna Chaudhuri,4,16,M.Tech,9760418161
EMP399941,Aarini,Kar,Operations,Senior Executive,16-08-2022,aarini.kar@company.com,9747631115,Jalna,INR 224885,Dipta Ramakrishnan,2,9,MBA,9482509040
EMP605824,Pratyush,Bhardwaj,Finance,Team Lead,28-12-2024,pratyush.bhardwaj@company.com,9835049275,Vadodara,INR 501714,Luke Dua,4,15,M.Tech,9540736620
EMP262896,Akshay,Solanki,HR,Team Lead,24-06-2020,akshay.solanki@company.com,9573136763,Ranchi,INR 1753585,Lopa Bava,5,11,MBA,9537279886
EMP328941,Krish,Baria,Operations,Associate,25-03-2022,krish.baria@company.com,9762086994,Amroha,INR 1586245,Aashi Dutt,3,16,M.Tech,9961850212
EMP762643,Nitesh,Chacko,Marketing,Junior Executive,27-07-2022,nitesh.chacko@company.com,9937741296,Bangalore,INR 378650,Laksh Lala,1,10,B.Tech,9818004139
EMP496476,Vanya,Jha,Marketing,Associate,06-06-2022,vanya.jha@company.com,9152706582,Orai,INR 1345959,Hemani Chatterjee,5,17,B.Tech,9844224947
EMP568445,Ekta,Nagarajan,IT,Manager,21-03-2021,ekta.nagarajan@company.com,9022696221,Dehri,INR 1630681,Sara Walla,5,14,B.Tech,9449424440
EMP930591,Nihal,Saini,Operations,Junior Executive,16-04-2022,nihal.saini@company.com,9342624707,Vijayanagaram,INR 314352,Vedant Wason,5,19,M.Tech,9987947721
EMP884001,Isha,Sarkar,Operations,Junior Executive,28-11-2024,isha.sarkar@company.com,9767850702,Adoni,INR 1092965,Vamakshi Chanda,3,16,B.Tech,9474884486
EMP569309,Ekantika,Bassi,HR,Manager,20-03-2021,ekantika.bassi@company.com,9887867254,Shahjahanpur,INR 723997,Neel Cheema,3,15,MBA,9648970545
EMP054587,Gopal,Rau,Operations,Senior Executive,29-01-2022,gopal.rau@company.com,9629073940,Bettiah,INR 319390,Tanmayi Mukhopadhyay,2,8,B.Tech,9133867743
EMP790800,Hemangini,Grewal,Marketing,Team Lead,11-08-2021,hemangini.grewal@company.com,9334777535,Orai,INR 964417,Jason Soman,1,6,B.Tech,9845603656
EMP710368,Aishani,Zachariah,IT,Manager,08-02-2023,aishani.zachariah@company.com,9221117594,Tiruchirappalli,INR 111161,Abdul Bajaj,4,13,MBA,9179047579
EMP479856,Rachana,Sood,Operations,Senior Executive,14-08-2024,rachana.sood@company.com,9732514994,Navi Mumbai,INR 1611099,Ronith Keer,5,13,M.Tech,9787190861
EMP414229,Fariq,Jha,HR,Senior Executive,26-10-2023,fariq.jha@company.com,9340960786,Faridabad,INR 1075842,Yachana Kaul,5,6,B.Tech,9330479360
EMP316067,Neha,Pandey,Finance,Junior Executive,15-02-2025,neha.pandey@company.com,9022274798,Danapur,INR 927094,Ubika Sodhi,5,17,B.Tech,9551879535
EMP854126,Charles,Ramesh,Marketing,Senior Executive,09-04-2022,charles.ramesh@company.com,9511407936,Madurai,INR 1668614,Umang More,1,15,B.Sc,9884993135
EMP593370,Darpan,Korpal,IT,Senior Executive,29-06-2024,darpan.korpal@company.com,9321600223,Akola,INR 1072036,Dalbir Chana,4,1,MBA,9183018670
EMP958309,Falan,Narasimhan,Marketing,Team Lead,28-04-2020,falan.narasimhan@company.com,9813191156,Hapur,INR 954324,Arya Varma,1,3,M.Tech,9814308255
EMP649051,Yash,Agarwal,Finance,Associate,07-06-2024,yash.agarwal@company.com,9779904155,Jaunpur,INR 1372913,Anika Deep,1,5,B.Com,9310334619
EMP376802,Dayamai,Choudhry,IT,Senior Executive,01-05-2024,dayamai.choudhry@company.com,9664321028,Kalyan-Dombivli,INR 1969117,Nitara Walia,5,4,B.Sc,9644343952
EMP580921,Umang,Yadav,HR,Manager,28-12-2022,umang.yadav@company.com,9364019151,Malda,INR 1226581,Samuel Dubey,4,9,M.Tech,9561511870
EMP571347,Bachittar,Behl,HR,Senior Executive,10-02-2021,bachittar.behl@company.com,9993971058,Bongaigaon,INR 1061057,Arin Dyal,5,3,B.Sc,9955187935
EMP944375,Ekiya,Palan,HR,Manager,30-08-2020,ekiya.palan@company.com,9898879480,Karimnagar,INR 1425209,Damyanti Koshy,2,6,M.Tech,9925947118
EMP143444,Priya,Patel,Finance,Senior Executive,22-01-2023,priya.patel@company.com,9611188853,Bhind,INR 324317,Amara Palla,5,12,B.Sc,9949228801
EMP972345,Unnati,Goyal,Finance,Senior Executive,13-02-2025,unnati.goyal@company.com,9295482282,Bhiwandi,INR 1647259,Jeet Uppal,2,10,M.Tech,9762156836
EMP015812,Agastya,Shenoy,Finance,Manager,30-05-2024,agastya.shenoy@company.com,9135634454,Bareilly,INR 1072395,Mohini Kapoor,2,19,MBA,9571529958
EMP658745,Faras,Ram,Operations,Junior Executive,25-05-2020,faras.ram@company.com,9293200589,Pimpri-Chinchwad,INR 1061227,Idika Vohra,4,3,MBA,9658171396
EMP588558,Mohammed,Sibal,Finance,Junior Executive,26-09-2021,mohammed.sibal@company.com,9766766701,Khammam,INR 862945,Omya Ramaswamy,4,3,M.Tech,9855404812
EMP857187,Aarini,Madan,Finance,Associate,07-08-2020,aarini.madan@company.com,9244548444,Kamarhati,INR 226722,Tara Kalla,2,10,B.Tech,9188511652
EMP951396,Eesha,Sheth,Operations,Manager,21-07-2022,eesha.sheth@company.com,9920011873,Berhampur,INR 1385710,Bhavini Kapadia,4,6,B.Tech,9280955326
EMP789774,Logan,Keer,Operations,Associate,11-11-2022,logan.keer@company.com,9068470490,South Dumdum,INR 338913,Aarav Sunder,1,3,B.Sc,9828980099
EMP195751,Jyoti,Issac,Finance,Junior Executive,15-11-2020,jyoti.issac@company.com,9508174754,Malegaon,INR 184772,Alka Tella,2,14,MBA,9559169176
EMP410936,Bhanumati,Tank,Finance,Senior Executive,11-02-2021,bhanumati.tank@company.com,9221294631,Rajpur Sonarpur,INR 1050038,Yatin Kunda,2,17,B.Tech,9318541610
EMP859721,Wyatt,Sarin,Finance,Team Lead,08-03-2021,wyatt.sarin@company.com,9353081732,Jhansi,INR 256836,Hitesh Sahota,1,5,M.Tech,9561242688
EMP392347,Faris,Pai,Marketing,Team Lead,09-11-2020,faris.pai@company.com,9906942479,Dibrugarh,INR 60483,Krish Sule,5,0,B.Com,9487524561
EMP759325,Yoshita,Toor,Finance,Manager,18-04-2023,yoshita.toor@company.com,9277813990,Sagar,INR 537514,Pranav Sachdeva,1,17,B.Com,9174402049
EMP629695,Sara,Sharaf,HR,Senior Executive,13-01-2022,sara.sharaf@company.com,9254252979,Erode,INR 1914443,Yauvani Nagy,3,17,M.Tech,9484348824
EMP771058,Yagnesh,Kibe,Marketing,Manager,30-12-2022,yagnesh.kibe@company.com,9649230098,Moradabad,INR 826532,Falan Nigam,2,12,M.Tech,9307126388
EMP519994,Advay,Nagi,Finance,Senior Executive,15-06-2023,advay.nagi@company.com,9270958576,Tumkur,INR 1084482,Unnati Sarkar,1,18,B.Com,9371343425
EMP243674,Nandini,Pandey,HR,Senior Executive,21-12-2023,nandini.pandey@company.com,9378640011,Sagar,INR 69735,Qadim Narayanan,2,15,B.Sc,9727303311
EMP565252,Libni,Samra,IT,Manager,03-05-2023,libni.samra@company.com,9863656581,Srinagar,INR 1782657,Ira Lanka,2,14,B.Com,9430518728
EMP163746,Vasudha,Mishra,Operations,Associate,27-01-2024,vasudha.mishra@company.com,9805510718,Allahabad,INR 412613,Hema Roy,3,13,MBA,9127883747
EMP767859,Anay,Badal,Finance,Associate,31-05-2024,anay.badal@company.com,9367380887,Nangloi Jat,INR 1372246,Varsha Chakraborty,3,9,B.Sc,9238789955
EMP181066,Nihal,Dhaliwal,Marketing,Manager,07-05-2021,nihal.dhaliwal@company.com,9595148970,Srinagar,INR 1201342,Anirudh Pall,2,18,MBA,9370408926
EMP742045,Anmol,Sibal,IT,Associate,04-11-2022,anmol.sibal@company.com,9566635673,Salem,INR 100052,Pranav Hayer,1,13,B.Tech,9086207719
EMP881986,Ethan,Rajan,Operations,Senior Executive,20-02-2022,ethan.rajan@company.com,9348223239,Nashik,INR 1286182,Ekta Korpal,5,11,MBA,9857865855
EMP387640,Idika,Tara,Finance,Manager,28-12-2021,idika.tara@company.com,9761880313,Salem,INR 1303418,Jagrati Narayan,3,5,B.Com,9089649855
EMP583422,Odika,Rama,Finance,Associate,11-02-2024,odika.rama@company.com,9495312691,Dehri,INR 654706,Zashil Nagy,1,1,MBA,9881098151
EMP359947,Damyanti,Bajwa,HR,Senior Executive,08-09-2024,damyanti.bajwa@company.com,9004675184,Silchar,INR 765482,Isaac Sodhi,3,3,M.Tech,9008683215
EMP995892,Mitali,Sen,IT,Junior Executive,11-08-2024,mitali.sen@company.com,9687972033,Mau,INR 1982924,Wazir Shenoy,1,5,B.Tech,9759893765
EMP991827,Geetika,Padmanabhan,Finance,Manager,04-02-2022,geetika.padmanabhan@company.com,9489192961,Sangli-Miraj & Kupwad,INR 1184298,Umang Bir,2,5,M.Tech,9957390525
EMP850347,Abdul,Wali,Operations,Junior Executive,09-02-2024,abdul.wali@company.com,9237460853,Karnal,INR 589936,Parth Banerjee,2,8,M.Tech,9097379511
EMP556425,Tripti,Sem,Marketing,Junior Executive,18-07-2024,tripti.sem@company.com,9655417153,Jaipur,INR 500309,Tanmayi Ganesan,3,9,B.Sc,9030553634
EMP441210,Tristan,Sundaram,Operations,Team Lead,26-11-2021,tristan.sundaram@company.com,9305538933,Burhanpur,INR 1907388,Bhavna Char,5,0,B.Sc,9118493919
EMP036483,Fariq,Iyer,IT,Team Lead,03-10-2021,fariq.iyer@company.com,9263869180,Amroha,INR 172550,Balhaar Tak,3,18,MBA,9436385556
EMP874117,Zashil,Karnik,Finance,Junior Executive,01-12-2020,zashil.karnik@company.com,9731685719,Arrah,INR 668991,Daksha Baral,1,20,B.Sc,9060073122
EMP912262,Ekantika,Ray,Finance,Manager,15-02-2025,ekantika.ray@company.com,9553145476,Chapra,INR 206666,Tanmayi Sarma,2,12,B.Com,9433638626
EMP913463,Bhavya,Gola,HR,Manager,29-01-2023,bhavya.gola@company.com,9555573397,Jalandhar,INR 885706,Aarav Buch,5,2,MBA,9089825049
EMP757521,Eesha,Bhat,Operations,Team Lead,14-05-2022,eesha.bhat@company.com,9817024026,Mumbai,INR 138530,Theodore Bobal,2,0,M.Tech,9310424752
EMP894758,Anirudh,Nazareth,Finance,Manager,23-11-2021,anirudh.nazareth@company.com,9118854614,Alappuzha,INR 710723,Urvashi Edwin,5,16,M.Tech,9973253573
EMP029669,Vasatika,Vasa,HR,Senior Executive,14-06-2023,vasatika.vasa@company.com,9876876403,Mau,INR 1244187,Samar Barman,5,15,B.Tech,9018761426
EMP855915,Darpan,Halder,HR,Associate,01-04-2023,darpan.halder@company.com,9783393381,Dehradun,INR 138988,Avni Bora,4,8,B.Com,9011023279
EMP777332,Sai,Mani,HR,Junior Executive,16-05-2020,sai.mani@company.com,9901802496,Karawal Nagar,INR 1766510,Adya Minhas,3,20,M.Tech,9857312829
EMP299294,Gopal,Karnik,HR,Associate,29-08-2022,gopal.karnik@company.com,9828601329,Ratlam,INR 1156554,Dev Bala,5,17,B.Com,9624218241
EMP383635,Banjeet,Oommen,IT,Manager,30-08-2021,banjeet.oommen@company.com,9991612075,Panihati,INR 1944745,Tarak Bhat,5,7,MBA,9356016652
EMP080900,Meera,Hayer,Finance,Senior Executive,04-10-2023,meera.hayer@company.com,9405344143,Thiruvananthapuram,INR 98331,Chaman Bal,4,1,M.Tech,9748714168
EMP331734,Atharv,Ranganathan,HR,Associate,22-10-2024,atharv.ranganathan@company.com,9076712679,Ambala,INR 355339,Parth Lala,4,17,MBA,9651338278
EMP530406,Ishita,Dixit,IT,Manager,21-11-2022,ishita.dixit@company.com,9417103167,Davanagere,INR 598622,Jagat Yadav,1,15,MBA,9109754521
EMP527814,Bachittar,Vala,HR,Senior Executive,04-01-2024,bachittar.vala@company.com,9370793001,Buxar,INR 1716152,Mekhala Bains,5,14,B.Com,9826373867
